timestamp,src_ip,dst_ip,src_port,dst_port,protocol,length,ttl,tcp_flags,window_size
2026-01-15 09:37:13.590203,192.168.100.212,192.168.78.139,80,16459,UDP,1097,55,0,56683
2026-01-15 09:38:53.698742,192.168.148.254,192.168.137.226,80,5566,ICMP,1215,45,1,6857
2026-01-15 09:37:53.399085,192.168.236.45,192.168.15.7,8080,48114,TCP,248,38,1,1337
2026-01-15 09:38:06.237056,192.168.35.155,192.168.45.212,80,3389,ICMP,162,31,16,63189
2026-01-15 09:35:07.020713,192.168.181.111,192.168.99.74,443,22,UDP,178,57,1,54949
2026-01-15 09:38:46.666243,192.168.38.154,192.168.137.198,22,3389,ICMP,150,44,16,5811
2026-01-15 09:39:08.353089,192.168.2.12,192.168.182.23,80,8080,UDP,882,38,2,52962
2026-01-15 09:39:05.861088,192.168.80.44,192.168.83.185,63398,3389,ICMP,1315,59,2,38383
2026-01-15 09:36:36.454562,192.168.31.64,192.168.37.11,22,443,UDP,1352,45,18,27379
2026-01-15 09:39:00.008174,192.168.157.183,192.168.123.239,80,443,TCP,1079,35,0,2153
2026-01-15 09:38:42.796981,192.168.69.214,192.168.95.250,443,41025,TCP,647,37,1,11816
2026-01-15 09:39:16.694586,192.168.64.18,192.168.32.9,80,8080,ICMP,615,33,16,25288
2026-01-15 09:38:33.230954,192.168.169.63,192.168.113.202,443,22,UDP,773,46,0,25018
2026-01-15 09:36:43.287345,192.168.113.150,192.168.150.168,22,39837,UDP,124,49,18,44131
2026-01-15 09:39:02.803115,192.168.6.210,192.168.190.15,22,3389,ICMP,549,47,0,50992
2026-01-15 09:35:31.643861,192.168.77.62,192.168.248.71,80,64014,ICMP,289,39,1,33739
2026-01-15 09:36:35.705279,192.168.242.7,192.168.43.138,22,8080,TCP,618,30,1,33505
2026-01-15 09:36:40.178485,192.168.105.30,192.168.220.250,22,80,TCP,203,56,1,37662
2026-01-15 09:35:31.389882,192.168.56.215,192.168.116.178,8080,80,UDP,810,39,16,11953
2026-01-15 09:35:42.866203,192.168.111.185,192.168.18.111,22,54540,TCP,447,59,2,47760
2026-01-15 09:36:29.584145,192.168.235.73,192.168.106.27,8080,22,TCP,438,61,18,7874
2026-01-15 09:39:12.642540,192.168.104.201,192.168.218.188,443,3389,ICMP,1446,63,2,15666
2026-01-15 09:37:11.406589,192.168.2.219,192.168.238.197,22,443,ICMP,280,60,16,21564
2026-01-15 09:37:20.574236,192.168.132.75,192.168.83.85,80,443,UDP,608,40,0,51234
2026-01-15 09:37:58.657690,192.168.230.165,192.168.203.86,10653,80,UDP,1469,53,1,50145
2026-01-15 09:37:20.576906,192.168.88.127,192.168.169.131,80,40382,ICMP,870,41,1,36447
2026-01-15 09:36:25.669711,192.168.116.185,192.168.47.201,57160,22,UDP,1026,43,2,31456
2026-01-15 09:37:22.354590,192.168.161.111,192.168.140.80,63136,80,UDP,706,32,1,35987
2026-01-15 09:38:53.372913,192.168.6.92,192.168.15.222,80,80,ICMP,1121,31,18,29337
2026-01-15 09:35:52.386863,192.168.185.60,192.168.18.72,443,80,UDP,682,54,16,65063
2026-01-15 09:35:29.121601,192.168.95.20,192.168.29.121,22,443,UDP,1495,55,0,39596
2026-01-15 09:38:23.698553,192.168.158.36,192.168.38.240,22,8080,UDP,1016,57,1,55642
2026-01-15 09:35:10.953543,192.168.131.104,192.168.239.152,443,443,ICMP,1145,58,2,21733
2026-01-15 09:36:37.391296,192.168.95.219,192.168.243.213,14587,9175,TCP,1465,55,0,52060
2026-01-15 09:39:07.442667,192.168.196.243,192.168.247.68,22,52189,ICMP,915,48,16,31067
2026-01-15 09:38:29.156657,192.168.153.33,192.168.234.63,6510,8080,ICMP,74,44,0,37633
2026-01-15 09:39:24.822081,192.168.178.106,192.168.246.9,47425,443,TCP,749,44,0,43467
2026-01-15 09:36:54.368790,192.168.246.177,192.168.76.85,80,26132,TCP,606,44,18,13558
2026-01-15 09:36:36.711642,192.168.77.126,192.168.209.73,443,22,TCP,652,35,0,40976
2026-01-15 09:38:34.667886,192.168.164.252,192.168.95.92,3389,3389,UDP,1054,51,2,42602
2026-01-15 09:38:41.920652,192.168.247.53,192.168.232.29,3389,3956,UDP,296,50,0,12489
2026-01-15 09:37:45.809636,192.168.212.142,192.168.48.247,3389,8080,TCP,979,58,18,23898
2026-01-15 09:36:35.162665,192.168.87.37,192.168.76.173,22,8080,ICMP,457,34,1,50981
2026-01-15 09:37:37.950369,192.168.152.243,192.168.183.245,3389,22,ICMP,1127,55,18,37569
2026-01-15 09:38:54.645797,192.168.173.52,192.168.219.229,443,443,UDP,773,37,2,30412
2026-01-15 09:38:08.004174,192.168.77.217,192.168.93.20,80,25519,TCP,1091,43,1,32253
2026-01-15 09:37:30.131481,192.168.249.172,192.168.249.40,80,443,TCP,961,51,0,41515
2026-01-15 09:37:34.885170,192.168.211.71,192.168.16.160,443,8080,TCP,319,41,18,54031
2026-01-15 09:37:40.127942,192.168.235.56,192.168.81.146,3389,22263,ICMP,299,52,0,2685
2026-01-15 09:36:56.837655,192.168.75.78,192.168.200.164,443,8080,TCP,983,63,18,28078
2026-01-15 09:36:13.766231,192.168.95.23,192.168.38.79,80,22,TCP,1190,48,2,2258
2026-01-15 09:35:50.337882,192.168.4.113,192.168.158.254,8879,3389,ICMP,832,56,16,52836
2026-01-15 09:36:00.551935,192.168.201.247,192.168.48.185,57615,80,ICMP,51,42,0,20710
2026-01-15 09:39:27.459399,192.168.207.99,192.168.199.176,64843,29147,ICMP,405,51,16,48458
2026-01-15 09:36:55.827472,192.168.157.17,192.168.118.97,80,443,ICMP,659,62,2,62226
2026-01-15 09:36:15.788217,192.168.213.155,192.168.254.117,80,16187,UDP,1158,44,16,44146
2026-01-15 09:38:56.237742,192.168.216.230,192.168.139.207,8080,443,UDP,948,55,16,30781
2026-01-15 09:35:54.933420,192.168.9.208,192.168.19.80,22,443,TCP,497,46,16,8039
2026-01-15 09:35:49.842715,192.168.254.54,192.168.213.109,80,22,UDP,844,44,18,26269
2026-01-15 09:38:55.579622,192.168.60.108,192.168.105.16,23195,3389,UDP,242,63,18,9680
2026-01-15 09:39:07.756982,192.168.30.160,192.168.27.239,80,8080,UDP,71,51,18,3714
2026-01-15 09:36:59.596949,192.168.92.235,192.168.208.63,8080,47239,UDP,290,31,18,31978
2026-01-15 09:36:20.383331,192.168.116.65,192.168.33.49,8080,8080,TCP,1109,45,0,23353
2026-01-15 09:39:32.402497,192.168.2.160,192.168.157.45,3389,443,TCP,533,35,2,60150
2026-01-15 09:38:34.921480,192.168.237.65,192.168.11.110,8080,22,TCP,412,54,2,34296
2026-01-15 09:35:25.824962,192.168.53.125,192.168.217.182,8080,443,ICMP,350,31,2,51987
2026-01-15 09:35:22.631363,192.168.127.228,192.168.104.223,80,19518,ICMP,990,30,2,41721
2026-01-15 09:37:58.139383,192.168.29.217,192.168.61.122,30561,3389,UDP,1399,53,0,50267
2026-01-15 09:36:33.184885,192.168.118.15,192.168.25.105,45752,27646,ICMP,1475,35,0,17732
2026-01-15 09:37:44.865228,192.168.210.2,192.168.177.18,22,22,UDP,350,42,2,18016
2026-01-15 09:38:22.939389,192.168.247.59,192.168.108.148,80,443,TCP,827,63,16,46551
2026-01-15 09:35:23.447880,192.168.87.77,192.168.191.86,8080,22,ICMP,1323,58,16,29536
2026-01-15 09:38:00.359203,192.168.11.186,192.168.42.6,443,3389,TCP,711,38,2,15838
2026-01-15 09:35:59.231633,192.168.104.191,192.168.113.134,80,22,TCP,717,56,2,14166
2026-01-15 09:36:49.866946,192.168.97.16,192.168.159.92,22,3389,UDP,1179,45,0,32704
2026-01-15 09:35:24.682874,192.168.207.33,192.168.232.74,80,15182,UDP,942,64,0,64190
2026-01-15 09:38:21.842141,192.168.174.5,192.168.41.146,8080,22,TCP,1448,57,2,31486
2026-01-15 09:39:00.113201,192.168.212.164,192.168.78.181,22,80,ICMP,1498,35,2,52773
2026-01-15 09:37:56.976192,192.168.140.69,192.168.11.128,1404,17178,UDP,366,61,18,37335
2026-01-15 09:38:30.798976,192.168.170.125,192.168.179.30,3389,80,TCP,735,60,16,28816
2026-01-15 09:39:19.882549,192.168.49.172,192.168.86.25,22,22,ICMP,43,39,2,27052
2026-01-15 09:39:38.859954,192.168.117.114,192.168.67.213,8080,8080,ICMP,615,62,18,65238
2026-01-15 09:39:27.663739,192.168.87.73,192.168.156.12,8080,3389,TCP,980,31,0,61072
2026-01-15 09:37:45.803334,192.168.243.244,192.168.68.125,22,61081,ICMP,348,61,0,15781
2026-01-15 09:39:31.241104,192.168.187.200,192.168.195.97,8080,80,TCP,190,63,16,8429
2026-01-15 09:39:12.289460,192.168.138.43,192.168.218.2,7264,8080,TCP,326,47,1,25309
2026-01-15 09:35:02.955799,192.168.77.230,192.168.146.242,443,8080,UDP,907,47,1,32098
2026-01-15 09:38:54.362862,192.168.128.143,192.168.60.224,22,8080,UDP,1410,35,18,46279
2026-01-15 09:39:35.034253,192.168.181.204,192.168.220.211,22,3389,TCP,693,64,2,51541
2026-01-15 09:37:19.592254,192.168.182.64,192.168.176.47,22,52280,UDP,284,38,0,3677
2026-01-15 09:39:24.948873,192.168.19.199,192.168.162.5,22,3342,UDP,1246,49,18,5894
2026-01-15 09:35:54.112129,192.168.222.5,192.168.76.211,3389,23355,TCP,1385,42,1,58891
2026-01-15 09:36:06.009806,192.168.190.131,192.168.3.59,443,63605,TCP,1333,38,16,16354
2026-01-15 09:39:06.111572,192.168.177.235,192.168.87.8,80,22,UDP,886,57,18,51440
2026-01-15 09:35:18.992702,192.168.48.152,192.168.169.219,8080,30659,UDP,1229,44,16,65055
2026-01-15 09:38:10.137560,192.168.66.79,192.168.58.7,22,3389,TCP,182,37,1,47322
2026-01-15 09:35:19.579027,192.168.168.57,192.168.201.180,3389,22,ICMP,1481,57,18,3439
2026-01-15 09:37:19.632751,192.168.215.113,192.168.41.48,24134,8080,UDP,940,45,2,25274
2026-01-15 09:36:30.359716,192.168.49.1,192.168.187.131,3389,22,TCP,1050,63,16,21592
2026-01-15 09:38:46.804169,192.168.53.99,192.168.129.171,443,443,TCP,440,58,0,51299
2026-01-15 09:39:12.501033,192.168.125.182,192.168.18.218,22,80,ICMP,1131,49,2,51811
2026-01-15 09:36:37.997136,192.168.33.229,192.168.98.51,22,3389,ICMP,960,33,0,16853
2026-01-15 09:37:35.541498,192.168.107.81,192.168.190.174,14329,22,UDP,1052,54,0,39822
2026-01-15 09:35:05.942244,192.168.199.213,192.168.49.203,22,443,UDP,54,52,2,6705
2026-01-15 09:39:13.424388,192.168.31.9,192.168.110.88,443,8080,ICMP,289,53,16,30649
2026-01-15 09:39:10.460654,192.168.51.211,192.168.178.187,443,80,UDP,140,47,1,5832
2026-01-15 09:37:21.085300,192.168.55.226,192.168.137.51,58347,8080,TCP,476,48,1,54351
2026-01-15 09:35:53.336134,192.168.62.203,192.168.76.84,22,80,ICMP,811,60,16,61703
2026-01-15 09:36:37.632325,192.168.47.243,192.168.240.139,443,3389,TCP,1424,38,18,47193
2026-01-15 09:36:37.332217,192.168.143.50,192.168.174.15,22,8080,ICMP,1497,50,16,64752
2026-01-15 09:37:35.110113,192.168.49.221,192.168.108.206,80,22,UDP,1144,61,2,38890
2026-01-15 09:39:38.438734,192.168.251.245,192.168.10.57,443,443,ICMP,1212,38,16,63072
2026-01-15 09:39:35.005858,192.168.141.227,192.168.133.50,8080,80,ICMP,1194,54,18,29231
2026-01-15 09:36:16.343952,192.168.195.132,192.168.215.26,8080,443,ICMP,232,32,1,51087
2026-01-15 09:37:47.396954,192.168.154.89,192.168.162.176,80,3389,TCP,521,42,0,20132
2026-01-15 09:36:07.960680,192.168.90.218,192.168.99.141,443,3389,ICMP,758,56,18,52659
2026-01-15 09:38:01.219883,192.168.101.212,192.168.119.18,8080,22,ICMP,1240,64,1,32204
2026-01-15 09:35:49.010809,192.168.176.120,192.168.90.72,80,58399,ICMP,1414,63,0,57059
2026-01-15 09:35:10.895912,192.168.145.148,192.168.245.97,37011,22,UDP,525,54,0,7480
2026-01-15 09:39:12.547672,192.168.242.21,192.168.236.61,3389,44999,UDP,1429,58,2,17200
2026-01-15 09:35:52.360459,192.168.191.164,192.168.110.167,443,443,ICMP,733,37,0,25580
2026-01-15 09:37:50.370323,192.168.108.45,192.168.131.12,80,8080,UDP,1090,47,0,47596
2026-01-15 09:36:31.981706,192.168.153.68,192.168.154.211,3389,443,UDP,915,61,1,21041
2026-01-15 09:39:29.759498,192.168.55.252,192.168.184.59,22,54143,UDP,846,40,18,49094
2026-01-15 09:35:04.537606,192.168.181.192,192.168.50.16,8080,443,UDP,53,52,18,51723
2026-01-15 09:34:59.336142,192.168.175.132,192.168.195.192,80,3389,UDP,352,46,0,8263
2026-01-15 09:39:33.353560,192.168.6.253,192.168.73.239,80,22,UDP,228,32,1,50685
2026-01-15 09:36:54.305711,192.168.64.21,192.168.236.39,3344,3389,TCP,662,57,0,25505
2026-01-15 09:36:39.164649,192.168.129.121,192.168.202.161,8080,8080,TCP,174,34,2,51493
2026-01-15 09:38:44.668166,192.168.84.196,192.168.41.80,443,80,ICMP,135,32,16,32533
2026-01-15 09:39:30.141901,192.168.70.51,192.168.22.73,22,22,TCP,859,58,16,27921
2026-01-15 09:38:09.333584,192.168.81.19,192.168.171.82,80,443,UDP,802,31,1,15721
2026-01-15 09:39:14.672816,192.168.145.105,192.168.246.185,22,65083,ICMP,431,62,1,61921
2026-01-15 09:37:35.594975,192.168.96.192,192.168.220.72,22,443,UDP,579,62,1,61633
2026-01-15 09:36:29.018806,192.168.81.203,192.168.26.158,3389,443,UDP,587,36,2,54243
2026-01-15 09:36:38.678790,192.168.146.151,192.168.217.48,8080,41622,ICMP,778,33,18,7942
2026-01-15 09:35:41.514130,192.168.23.235,192.168.217.161,3389,8080,TCP,1417,35,0,25124
2026-01-15 09:36:02.951672,192.168.114.132,192.168.251.64,8080,8080,TCP,788,46,18,4556
2026-01-15 09:39:34.135820,192.168.36.103,192.168.170.240,8080,3389,UDP,1387,47,0,44121
2026-01-15 09:35:59.813628,192.168.146.151,192.168.160.74,8080,22,TCP,1406,42,18,39055
2026-01-15 09:35:40.580436,192.168.174.80,192.168.191.240,443,3389,UDP,365,52,1,40666
2026-01-15 09:39:36.472054,192.168.115.31,192.168.225.232,4604,8080,TCP,982,31,1,26684
2026-01-15 09:39:42.036643,192.168.212.170,192.168.223.66,80,8080,ICMP,1222,54,16,39614
2026-01-15 09:36:28.192179,192.168.225.237,192.168.76.215,22,80,UDP,1229,51,0,3168
2026-01-15 09:39:23.645352,192.168.121.205,192.168.192.222,2664,80,ICMP,1166,39,0,40607
2026-01-15 09:38:55.893696,192.168.149.82,192.168.36.224,3389,3389,TCP,750,41,2,46902
2026-01-15 09:37:26.498315,192.168.71.219,192.168.32.58,8080,55246,ICMP,1490,32,18,57638
2026-01-15 09:37:25.128757,192.168.32.230,192.168.5.126,80,3389,UDP,1032,34,0,19921
2026-01-15 09:38:45.080813,192.168.186.53,192.168.53.235,443,8080,ICMP,1333,63,16,57702
2026-01-15 09:38:48.110232,192.168.254.103,192.168.131.224,3389,47046,UDP,1317,57,18,53474
2026-01-15 09:37:17.751617,192.168.176.60,192.168.154.113,3389,3389,UDP,870,57,2,20384
2026-01-15 09:35:45.957650,192.168.55.114,192.168.187.74,8080,3389,TCP,1360,61,18,28111
2026-01-15 09:38:54.646867,192.168.107.76,192.168.230.242,443,80,UDP,1306,34,1,10377
2026-01-15 09:37:33.868175,192.168.179.181,192.168.158.61,8080,29959,TCP,395,51,18,54706
2026-01-15 09:39:13.425107,192.168.152.26,192.168.129.89,44818,80,UDP,1355,34,1,46907
2026-01-15 09:38:21.581737,192.168.101.56,192.168.112.17,80,443,TCP,1264,61,16,22275
2026-01-15 09:37:52.224420,192.168.251.2,192.168.3.67,8080,80,TCP,334,35,18,39839
2026-01-15 09:37:15.964032,192.168.163.185,192.168.235.229,22,41693,TCP,148,54,2,50042
2026-01-15 09:38:19.378966,192.168.168.28,192.168.183.111,3518,80,TCP,309,36,1,8609
2026-01-15 09:36:29.319955,192.168.12.58,192.168.202.5,443,3704,UDP,263,35,0,56755
2026-01-15 09:38:52.636142,192.168.51.222,192.168.245.18,80,3389,TCP,1381,35,18,32636
2026-01-15 09:39:14.177421,192.168.157.133,192.168.118.27,21104,80,UDP,1391,52,18,27799
2026-01-15 09:36:07.025576,192.168.207.2,192.168.242.11,443,80,ICMP,725,43,1,21142
2026-01-15 09:38:06.365862,192.168.229.87,192.168.53.35,3389,22,UDP,436,42,1,37146
2026-01-15 09:39:05.649417,192.168.174.3,192.168.228.124,53628,36627,UDP,1113,42,16,30209
2026-01-15 09:37:34.256756,192.168.128.212,192.168.19.2,3389,80,UDP,887,59,16,1019
2026-01-15 09:36:09.593051,192.168.144.191,192.168.70.165,80,2312,UDP,358,61,1,5520
2026-01-15 09:38:26.416684,192.168.26.223,192.168.189.99,3389,22,UDP,946,41,16,46426
2026-01-15 09:39:06.069959,192.168.144.170,192.168.32.177,57393,22,UDP,485,51,2,65529
2026-01-15 09:37:54.855718,192.168.203.123,192.168.80.177,8080,8080,TCP,1056,59,1,38334
2026-01-15 09:38:53.589639,192.168.23.37,192.168.115.74,8080,8080,UDP,371,44,0,34414
2026-01-15 09:37:55.840813,192.168.223.219,192.168.101.124,64286,8080,UDP,371,63,0,18854
2026-01-15 09:35:19.238443,192.168.189.141,192.168.22.190,22,22,ICMP,816,57,16,5802
2026-01-15 09:37:49.977527,192.168.218.163,192.168.80.162,42349,8080,ICMP,1472,56,16,58847
2026-01-15 09:39:41.161925,192.168.146.229,192.168.202.202,3389,3389,ICMP,870,39,0,43118
2026-01-15 09:36:03.017515,192.168.109.103,192.168.15.15,22,22,TCP,613,48,2,38139
2026-01-15 09:36:14.017526,192.168.254.53,192.168.162.124,3389,8080,TCP,1443,51,2,39060
2026-01-15 09:37:02.396511,192.168.197.162,192.168.111.101,8080,57957,TCP,1143,54,1,24694
2026-01-15 09:36:56.196685,192.168.50.201,192.168.189.207,3389,56198,UDP,198,33,2,13317
2026-01-15 09:37:19.146234,192.168.187.11,192.168.212.231,3389,3389,UDP,1226,62,2,50915
2026-01-15 09:35:46.743163,192.168.76.81,192.168.48.108,443,22,TCP,769,33,2,36415
2026-01-15 09:35:35.335342,192.168.65.183,192.168.2.224,9802,3389,TCP,1294,59,1,38042
2026-01-15 09:37:11.542834,192.168.26.23,192.168.84.249,10367,3389,TCP,1127,38,16,43783
2026-01-15 09:36:43.980108,192.168.65.252,192.168.65.87,443,443,TCP,288,51,2,35589
2026-01-15 09:39:22.657351,192.168.136.40,192.168.151.21,80,15666,ICMP,533,63,1,31105
2026-01-15 09:38:01.735354,192.168.37.98,192.168.192.87,80,22,UDP,766,53,2,18703
2026-01-15 09:37:57.275788,192.168.178.182,192.168.119.7,22,15558,ICMP,491,48,16,3560
2026-01-15 09:38:40.829348,192.168.98.37,192.168.138.247,3389,22682,ICMP,966,47,1,19798
2026-01-15 09:39:37.223477,192.168.188.74,192.168.60.131,3389,443,ICMP,1402,45,0,47052
2026-01-15 09:37:18.504361,192.168.164.30,192.168.252.197,15136,22,ICMP,654,52,2,11300
2026-01-15 09:38:49.561644,192.168.53.76,192.168.2.134,443,443,ICMP,946,32,2,55527
2026-01-15 09:38:00.287292,192.168.26.79,192.168.68.18,61926,22,TCP,384,46,0,47721
2026-01-15 09:35:00.082139,192.168.222.247,192.168.89.33,3389,48611,UDP,1362,41,2,51761
2026-01-15 09:35:55.039201,192.168.88.31,192.168.188.150,8080,22,TCP,1284,61,2,26339
2026-01-15 09:35:18.344783,192.168.128.6,192.168.2.55,80,31503,ICMP,1172,57,1,1291
2026-01-15 09:35:21.111511,192.168.174.30,192.168.87.50,3389,443,UDP,185,50,1,41481
2026-01-15 09:38:55.082219,192.168.221.249,192.168.142.118,8080,443,ICMP,328,53,16,51926
2026-01-15 09:38:04.626944,192.168.103.58,192.168.100.160,80,3389,ICMP,63,52,1,11704
2026-01-15 09:36:15.980272,192.168.165.92,192.168.120.97,8080,3389,UDP,410,41,0,47093
2026-01-15 09:36:34.328445,192.168.234.250,192.168.205.219,443,22,UDP,1311,51,16,11793
2026-01-15 09:37:13.334357,192.168.157.60,192.168.174.102,8080,3389,UDP,1161,56,18,53946
2026-01-15 09:39:09.339360,192.168.54.104,192.168.37.101,3389,80,UDP,506,56,18,53616
2026-01-15 09:37:31.826576,192.168.168.96,192.168.115.137,22,25751,TCP,251,63,18,48816
2026-01-15 09:35:39.724414,192.168.100.201,192.168.46.147,80,22,ICMP,365,60,16,26139
2026-01-15 09:39:06.387500,192.168.44.196,192.168.157.189,22,3389,UDP,611,34,2,29064
2026-01-15 09:35:04.836614,192.168.162.180,192.168.230.210,22,3389,TCP,87,51,1,45937
2026-01-15 09:36:47.123906,192.168.130.87,192.168.110.27,80,80,TCP,272,57,0,46591
2026-01-15 09:36:02.829770,192.168.75.32,192.168.156.107,22,3389,UDP,360,38,16,53591
2026-01-15 09:36:45.769438,192.168.157.211,192.168.235.149,22,8080,ICMP,1463,50,0,32131
2026-01-15 09:38:42.278566,192.168.193.41,192.168.246.159,443,443,ICMP,695,52,0,23187
2026-01-15 09:36:02.525820,192.168.223.138,192.168.206.130,3389,8080,UDP,188,38,2,45456
2026-01-15 09:37:15.077363,192.168.6.69,192.168.233.150,3389,22,ICMP,1230,60,18,13164
2026-01-15 09:37:24.193286,192.168.104.127,192.168.167.18,80,3389,TCP,259,50,1,30355
2026-01-15 09:39:29.577342,192.168.95.169,192.168.49.248,62582,443,TCP,806,49,1,57041
2026-01-15 09:36:05.448004,192.168.12.133,192.168.181.115,47758,63780,UDP,847,63,0,24693
2026-01-15 09:39:05.491891,192.168.78.167,192.168.209.180,22,80,TCP,566,36,16,31180
2026-01-15 09:38:39.051245,192.168.108.124,192.168.74.15,22,22,TCP,424,55,0,31717
2026-01-15 09:35:51.248321,192.168.135.56,192.168.87.237,443,8080,TCP,1171,32,18,19493
2026-01-15 09:36:03.080117,192.168.63.11,192.168.76.134,3389,3389,ICMP,286,61,1,23358
2026-01-15 09:39:49.095474,192.168.3.32,192.168.96.149,443,80,UDP,1019,48,2,57261
2026-01-15 09:37:48.991608,192.168.158.219,192.168.175.171,22,3389,UDP,1112,38,0,34883
2026-01-15 09:35:26.263935,192.168.221.180,192.168.161.8,80,22,TCP,1453,30,2,10628
2026-01-15 09:36:25.821021,192.168.42.193,192.168.118.185,3389,443,TCP,117,45,2,7472
2026-01-15 09:39:07.868581,192.168.61.232,192.168.159.144,40040,443,ICMP,1174,56,16,36506
2026-01-15 09:35:49.085851,192.168.21.162,192.168.80.49,8080,8080,ICMP,356,38,18,57827
2026-01-15 09:36:39.573866,192.168.209.115,192.168.135.94,8080,443,ICMP,569,33,2,5906
2026-01-15 09:35:16.879397,192.168.166.216,192.168.123.223,3389,8080,UDP,971,36,1,64133
2026-01-15 09:39:53.365761,192.168.18.14,192.168.172.13,3389,8080,ICMP,401,63,16,43473
2026-01-15 09:35:20.251192,192.168.96.174,192.168.158.50,8080,80,UDP,948,36,18,44221
2026-01-15 09:38:31.035306,192.168.71.81,192.168.23.220,3389,80,UDP,342,52,2,46362
2026-01-15 09:36:53.907976,192.168.104.145,192.168.136.30,29232,443,TCP,888,45,0,58273
2026-01-15 09:39:53.110150,192.168.45.110,192.168.200.65,22,55346,UDP,857,63,16,23510
2026-01-15 09:39:01.527338,192.168.200.231,192.168.58.1,22,22,TCP,1156,61,2,6884
2026-01-15 09:37:47.148106,192.168.145.145,192.168.179.228,80,8080,UDP,679,57,16,28393
2026-01-15 09:38:32.641522,192.168.151.85,192.168.49.157,3389,80,ICMP,1262,59,18,32137
2026-01-15 09:39:54.465557,192.168.221.2,192.168.111.188,2120,80,TCP,1218,62,2,16952
2026-01-15 09:38:59.967766,192.168.104.208,192.168.89.66,8080,80,ICMP,1456,43,16,54954
2026-01-15 09:38:37.073515,192.168.84.242,192.168.4.194,22,8080,TCP,1373,32,1,64401
2026-01-15 09:37:55.053007,192.168.239.175,192.168.53.2,80,443,TCP,533,49,2,16638
2026-01-15 09:35:25.070047,192.168.14.186,192.168.234.39,8080,3389,TCP,491,31,2,60488
2026-01-15 09:36:43.013282,192.168.82.86,192.168.141.157,80,61459,ICMP,518,43,16,11191
2026-01-15 09:36:28.161190,192.168.77.34,192.168.140.148,22,31530,UDP,270,53,16,8457
2026-01-15 09:39:18.242240,192.168.121.144,192.168.199.192,22,3389,ICMP,206,32,16,5777
2026-01-15 09:39:36.458285,192.168.17.155,192.168.136.169,40926,22,ICMP,1445,64,0,58004
2026-01-15 09:39:09.360678,192.168.173.83,192.168.73.133,80,22,UDP,783,36,1,17737
2026-01-15 09:39:12.369546,192.168.82.54,192.168.247.129,3389,80,TCP,676,32,0,14713
2026-01-15 09:38:08.462783,192.168.111.126,192.168.3.72,8080,80,TCP,1198,57,16,40001
2026-01-15 09:35:42.039599,192.168.174.26,192.168.125.74,8080,443,TCP,1156,33,16,48320
2026-01-15 09:37:19.610917,192.168.244.249,192.168.77.213,80,443,ICMP,577,35,1,8687
2026-01-15 09:37:43.376046,192.168.212.51,192.168.248.45,22,44789,ICMP,1137,57,16,18981
2026-01-15 09:35:55.780048,192.168.123.13,192.168.207.253,80,443,TCP,1414,57,18,59245
2026-01-15 09:39:31.036297,192.168.134.33,192.168.248.207,443,80,TCP,1172,35,0,26045
2026-01-15 09:38:13.012065,192.168.213.40,192.168.102.78,80,25155,UDP,1379,64,2,52302
2026-01-15 09:35:13.547716,192.168.228.27,192.168.179.230,3389,8080,UDP,1201,38,16,9707
2026-01-15 09:36:45.323942,192.168.68.244,192.168.25.225,3389,3389,ICMP,1239,43,1,27664
2026-01-15 09:35:36.868393,192.168.182.33,192.168.19.159,80,22,TCP,823,60,2,15444
2026-01-15 09:36:31.903543,192.168.250.122,192.168.105.23,3389,22,ICMP,1442,32,0,7570
2026-01-15 09:35:33.273082,192.168.244.221,192.168.112.225,3389,47306,ICMP,207,35,1,38167
2026-01-15 09:37:26.629283,192.168.134.100,192.168.5.216,30055,22,TCP,946,64,0,19650
2026-01-15 09:38:29.053644,192.168.203.212,192.168.104.124,80,3389,TCP,47,45,2,39299
2026-01-15 09:37:40.018991,192.168.142.170,192.168.64.94,3389,3389,ICMP,107,51,1,2317
2026-01-15 09:36:52.606179,192.168.98.71,192.168.132.211,8080,3389,ICMP,518,37,16,41638
2026-01-15 09:38:45.088989,192.168.26.68,192.168.190.193,22,443,ICMP,435,62,0,56205
2026-01-15 09:37:10.390268,192.168.73.224,192.168.75.205,443,22,ICMP,1207,57,0,20512
2026-01-15 09:36:04.420263,192.168.57.163,192.168.95.226,443,80,ICMP,1068,34,18,60782
2026-01-15 09:35:49.027961,192.168.88.115,192.168.239.47,25753,3389,UDP,888,35,2,9246
2026-01-15 09:36:47.736899,192.168.112.96,192.168.41.212,8080,80,UDP,1299,57,1,33012
2026-01-15 09:38:37.284464,192.168.212.32,192.168.59.226,65012,9228,TCP,1419,45,2,30632
2026-01-15 09:35:15.883322,192.168.200.9,192.168.155.164,18260,8080,UDP,102,62,16,58144
2026-01-15 09:39:35.980406,192.168.199.161,192.168.29.155,443,41079,TCP,229,34,0,11520
2026-01-15 09:35:47.340863,192.168.131.60,192.168.197.19,8891,22,ICMP,739,56,2,2617
2026-01-15 09:39:21.607306,192.168.127.144,192.168.120.244,80,22,ICMP,880,55,16,8621
2026-01-15 09:37:28.583442,192.168.229.95,192.168.81.60,3389,443,ICMP,762,59,16,56606
2026-01-15 09:39:00.317243,192.168.138.27,192.168.115.173,17680,80,ICMP,1004,48,0,47439
2026-01-15 09:38:43.399743,192.168.191.214,192.168.108.80,443,8080,UDP,555,40,16,25298
